CO(GT),PT08.S5(O3),NO2(GT),PT08.S4(NO2),C6H6(GT)
0.7,1003.0,62.0,1586.0,5.8
1.0,1055.0,65.0,1715.0,8.1
1.7,1156.0,79.0,1829.0,10.0
1.9,1179.0,90.0,1800.0,9.9
2.3,1306.0,116.0,1883.0,13.1
1.7,934.0,89.0,1686.0,9.2
1.3,689.0,68.0,1628.0,6.7
1.2,626.0,53.0,1623.0,6.5
0.8,488.0,34.0,1488.0,3.4
0.9,495.0,38.0,1505.0,3.8
1.1,562.0,53.0,1547.0,5.2
1.2,615.0,62.0,1545.0,6.0
1.3,660.0,82.0,1563.0,6.0
1.4,664.0,88.0,1549.0,5.6
1.2,567.0,70.0,1494.0,4.4
0.9,506.0,53.0,1475.0,3.7
1.1,560.0,57.0,1557.0,5.0
1.5,724.0,73.0,1673.0,7.1
1.7,977.0,83.0,1760.0,7.9
0.9,653.0,52.0,1549.0,3.7
0.7,642.0,52.0,1530.0,3.6
0.4,501.0,-200.0,1432.0,2.1
-200.0,450.0,26.0,1463.0,2.0
0.3,427.0,17.0,1458.0,1.3
0.4,470.0,28.0,1476.0,1.7
0.4,447.0,29.0,1442.0,1.5
0.5,463.0,37.0,1443.0,1.6
0.5,454.0,31.0,1435.0,1.7
0.7,500.0,46.0,1494.0,2.7
0.9,528.0,66.0,1491.0,3.6
0.8,490.0,54.0,1446.0,3.0
0.8,488.0,50.0,1446.0,2.9
0.7,475.0,44.0,1417.0,2.5
0.8,486.0,52.0,1452.0,3.1
0.7,438.0,37.0,1403.0,2.3
0.8,477.0,51.0,1466.0,3.0
1.2,626.0,78.0,1552.0,4.0
1.6,747.0,90.0,1637.0,6.3
1.6,858.0,110.0,1636.0,6.6
1.5,775.0,86.0,1653.0,7.3
1.5,803.0,88.0,1643.0,6.8
1.5,777.0,91.0,1627.0,6.3
1.5,770.0,93.0,1611.0,5.9
1.2,663.0,68.0,1553.0,4.8
0.8,529.0,48.0,1465.0,2.9
-200.0,478.0,-200.0,1414.0,2.2
-200.0,429.0,22.0,1396.0,1.8
-200.0,552.0,59.0,1466.0,2.5
-200.0,916.0,102.0,1663.0,6.8
-200.0,1169.0,116.0,1842.0,11.2
-200.0,1049.0,109.0,1744.0,9.7
-200.0,823.0,98.0,1637.0,7.2
-200.0,804.0,97.0,1559.0,6.8
-200.0,805.0,97.0,1596.0,8.1
-200.0,826.0,90.0,1635.0,8.3
-200.0,782.0,92.0,1590.0,8.6
-200.0,593.0,76.0,1464.0,5.3
-200.0,698.0,97.0,1563.0,8.1
-200.0,719.0,101.0,1546.0,8.2
-200.0,912.0,118.0,1651.0,12.0
-200.0,1129.0,129.0,1931.0,17.6
-200.0,1089.0,131.0,1763.0,14.5
-200.0,1062.0,130.0,1697.0,11.8
-200.0,924.0,106.0,1616.0,9.4
-200.0,780.0,92.0,1549.0,7.0
-200.0,856.0,97.0,1613.0,8.0
-200.0,861.0,80.0,1511.0,6.0
-200.0,684.0,40.0,1479.0,4.3
-200.0,707.0,49.0,1466.0,4.1
-200.0,554.0,-200.0,1392.0,2.0
-200.0,614.0,46.0,1396.0,2.4
-200.0,606.0,37.0,1402.0,2.7
-200.0,1023.0,92.0,1621.0,6.9
-200.0,1134.0,115.0,1724.0,9.2
-200.0,936.0,102.0,1694.0,9.6
-200.0,868.0,104.0,1608.0,9.1
-200.0,879.0,109.0,1600.0,9.3
-200.0,785.0,108.0,1572.0,8.5
-200.0,651.0,90.0,1478.0,6.9
-200.0,679.0,81.0,1528.0,6.9
-200.0,630.0,87.0,1474.0,6.4
-200.0,594.0,82.0,1413.0,6.2
-200.0,655.0,99.0,1470.0,7.3
-200.0,783.0,119.0,1577.0,10.7
-200.0,865.0,128.0,1602.0,11.9
-200.0,776.0,111.0,1536.0,10.6
-200.0,861.0,114.0,1479.0,9.3
-200.0,729.0,100.0,1438.0,6.7
-200.0,715.0,88.0,1421.0,7.2
-200.0,615.0,78.0,1355.0,5.9
-200.0,824.0,101.0,1482.0,8.7
-200.0,748.0,77.0,1426.0,6.8
-200.0,767.0,78.0,1336.0,3.8
-200.0,513.0,-200.0,1283.0,2.2
-200.0,671.0,65.0,1337.0,3.2
-200.0,798.0,74.0,1363.0,3.9
-200.0,912.0,83.0,1449.0,6.3
-200.0,1151.0,96.0,1726.0,13.6
-200.0,1525.0,120.0,2112.0,26.7
-200.0,1465.0,147.0,1964.0,22.8
-200.0,1138.0,148.0,1662.0,16.2
-200.0,763.0,91.0,1481.0,10.4
-200.0,753.0,94.0,1517.0,11.3
-200.0,665.0,95.0,1409.0,9.6
-200.0,597.0,92.0,1383.0,7.8
-200.0,730.0,113.0,1473.0,10.7
-200.0,730.0,111.0,1464.0,10.8
-200.0,1108.0,166.0,1697.0,17.3
-200.0,1085.0,-200.0,1732.0,17.7
-200.0,1013.0,143.0,1713.0,15.5
-200.0,1109.0,131.0,1682.0,13.6
-200.0,913.0,102.0,1532.0,9.6
-200.0,908.0,94.0,1528.0,9.5
-200.0,923.0,96.0,1472.0,8.5
-200.0,959.0,88.0,1518.0,9.0
-200.0,898.0,72.0,1480.0,7.8
-200.0,546.0,33.0,1276.0,2.6
-200.0,543.0,-200.0,1259.0,2.4
-200.0,488.0,33.0,1265.0,1.9
-200.0,704.0,60.0,1371.0,3.7
-200.0,943.0,72.0,1488.0,7.1
-200.0,1304.0,97.0,1850.0,16.6
-200.0,1669.0,136.0,2179.0,26.6
-200.0,1507.0,140.0,1809.0,17.9
-200.0,1359.0,171.0,1709.0,17.9
-200.0,1076.0,150.0,1586.0,14.0
-200.0,797.0,117.0,1480.0,10.1
-200.0,677.0,106.0,1484.0,9.5
-200.0,559.0,95.0,1417.0,7.1
-200.0,830.0,137.0,1601.0,12.3
-200.0,734.0,129.0,1558.0,11.7
-200.0,801.0,135.0,1600.0,12.8
-200.0,828.0,127.0,1668.0,14.0
-200.0,865.0,122.0,1694.0,13.9
-200.0,916.0,118.0,1641.0,11.7
-200.0,1106.0,135.0,1752.0,13.8
-200.0,1226.0,134.0,1868.0,14.8
-200.0,1106.0,105.0,1754.0,11.9
-200.0,1087.0,104.0,1720.0,11.1
-200.0,1000.0,81.0,1620.0,8.0
-200.0,859.0,69.0,1551.0,5.6
-200.0,919.0,-200.0,1669.0,7.1
-200.0,777.0,51.0,1477.0,3.5
-200.0,790.0,52.0,1494.0,4.1
-200.0,768.0,48.0,1504.0,4.9
-200.0,1388.0,105.0,2132.0,19.4
-200.0,1691.0,150.0,2322.0,26.3
-200.0,1655.0,160.0,2186.0,22.0
-200.0,1496.0,167.0,1972.0,18.1
-200.0,1086.0,141.0,1722.0,12.1
-200.0,763.0,104.0,1628.0,9.4
-200.0,688.0,101.0,1610.0,10.1
-200.0,694.0,118.0,1580.0,10.5
-200.0,725.0,121.0,1564.0,10.8
-200.0,686.0,124.0,1554.0,9.6
-200.0,838.0,127.0,1723.0,13.0
-200.0,974.0,137.0,1840.0,15.5
-200.0,1038.0,137.0,1874.0,16.5
-200.0,1108.0,135.0,1828.0,14.5
-200.0,1135.0,118.0,1808.0,13.2
-200.0,1143.0,111.0,1827.0,14.8
-200.0,908.0,85.0,1667.0,10.7
-200.0,-200.0,158.0,-200.0,-200.0
-200.0,778.0,77.0,1566.0,6.4
-200.0,728.0,56.0,1588.0,5.5
-200.0,728.0,-200.0,1613.0,5.2
-200.0,676.0,37.0,1529.0,3.9
0.8,742.0,49.0,1559.0,4.7
1.2,942.0,71.0,1666.0,7.3
1.0,926.0,71.0,1600.0,6.4
1.5,1039.0,86.0,1763.0,9.2
2.8,1158.0,125.0,1879.0,12.5
3.4,1347.0,160.0,1957.0,15.7
3.3,1262.0,174.0,1895.0,15.9
2.9,1073.0,146.0,1797.0,14.6
2.2,817.0,127.0,1611.0,11.7
1.6,606.0,114.0,1423.0,7.4
0.9,506.0,65.0,1418.0,6.1
1.1,559.0,77.0,1467.0,6.9
1.0,530.0,68.0,1452.0,6.2
1.3,612.0,92.0,1554.0,8.1
1.6,774.0,104.0,1711.0,10.2
1.8,899.0,114.0,1704.0,10.7
2.2,1066.0,105.0,1817.0,13.0
1.8,1040.0,85.0,1758.0,11.4
2.3,1139.0,92.0,1816.0,13.3
2.0,1086.0,82.0,1771.0,11.2
1.8,1049.0,70.0,1724.0,9.8
0.9,811.0,40.0,1637.0,6.2
0.5,629.0,-200.0,1553.0,3.6
0.6,723.0,26.0,1584.0,4.0
0.4,646.0,21.0,1513.0,2.6
0.4,670.0,30.0,1530.0,2.6
0.4,603.0,21.0,1559.0,2.9
0.8,687.0,35.0,1624.0,4.2
0.8,733.0,36.0,1657.0,5.5
0.9,766.0,48.0,1638.0,5.8
0.7,621.0,39.0,1531.0,4.5
0.6,560.0,34.0,1495.0,4.3
0.5,451.0,33.0,1331.0,3.5
0.6,393.0,42.0,1270.0,3.5
0.7,417.0,85.0,1325.0,3.9
0.9,451.0,92.0,1373.0,4.7
0.9,461.0,84.0,1379.0,5.3
1.2,536.0,100.0,1482.0,6.4
1.4,619.0,95.0,1584.0,8.0
1.5,766.0,77.0,1667.0,9.2
1.7,785.0,85.0,1655.0,9.1
1.7,793.0,83.0,1736.0,9.1
1.7,838.0,88.0,1798.0,9.5
1.9,799.0,68.0,1775.0,9.1
1.2,553.0,97.0,1573.0,5.0
0.7,465.0,51.0,1542.0,3.7
0.3,406.0,-200.0,1463.0,2.2
0.2,396.0,5.0,1418.0,1.6
0.4,468.0,35.0,1504.0,2.7
0.8,638.0,56.0,1650.0,5.6
1.9,1097.0,110.0,1947.0,13.0
-200.0,1248.0,-200.0,2129.0,17.8
1.9,1067.0,124.0,1866.0,11.5
1.9,964.0,115.0,1774.0,11.1
1.9,903.0,119.0,1781.0,11.0
1.7,839.0,107.0,1761.0,10.7
1.4,692.0,99.0,1635.0,8.5
1.2,629.0,95.0,1636.0,8.7
1.4,666.0,105.0,1654.0,9.4
1.4,684.0,117.0,1636.0,9.5
1.9,816.0,157.0,1731.0,12.9
2.2,876.0,173.0,1801.0,13.7
1.9,836.0,139.0,1775.0,12.2
1.7,846.0,116.0,1773.0,11.8
1.2,795.0,91.0,1733.0,9.9
0.3,836.0,98.0,1746.0,10.7
0.1,818.0,93.0,1724.0,9.4
0.1,777.0,74.0,1692.0,8.1
-200.0,733.0,50.0,1640.0,6.6
-200.0,703.0,36.0,1469.0,3.3
-200.0,559.0,-200.0,1428.0,1.7
-200.0,589.0,55.0,1459.0,2.3
-200.0,585.0,86.0,1456.0,2.5
-200.0,644.0,137.0,1503.0,3.2
-200.0,1392.0,140.0,2188.0,19.3
-200.0,1533.0,142.0,2256.0,21.3
-200.0,1404.0,185.0,2068.0,17.2
-200.0,1204.0,173.0,1965.0,15.2
-200.0,915.0,158.0,1788.0,10.6
-200.0,940.0,127.0,1858.0,12.3
-200.0,863.0,111.0,1779.0,10.5
-200.0,747.0,114.0,1718.0,9.3
-200.0,704.0,109.0,1675.0,9.3
-200.0,791.0,-200.0,1749.0,11.0
-200.0,824.0,137.0,1780.0,12.1
-200.0,913.0,134.0,1854.0,13.7
-200.0,907.0,114.0,1854.0,12.9
-200.0,918.0,100.0,1807.0,10.3
-200.0,914.0,92.0,1798.0,9.5
-200.0,955.0,97.0,1821.0,10.3
-200.0,1063.0,111.0,1835.0,11.2
-200.0,982.0,89.0,1751.0,9.2
-200.0,914.0,87.0,1717.0,8.0
-200.0,861.0,69.0,1658.0,5.8
-200.0,713.0,-200.0,1566.0,4.0
-200.0,740.0,-200.0,1526.0,3.0
-200.0,801.0,-200.0,1529.0,3.0
-200.0,1132.0,-200.0,1743.0,7.8
-200.0,1473.0,-200.0,2182.0,19.3
-200.0,1607.0,-200.0,2404.0,26.0
-200.0,1146.0,-200.0,1783.0,10.6
-200.0,867.0,-200.0,1687.0,8.2
-200.0,869.0,-200.0,1753.0,9.9
-200.0,744.0,-200.0,1662.0,8.6
-200.0,702.0,-200.0,1643.0,8.7
-200.0,554.0,-200.0,1489.0,6.0
-200.0,661.0,-200.0,1589.0,8.0
-200.0,630.0,-200.0,1590.0,7.6
-200.0,803.0,-200.0,1710.0,10.7
-200.0,727.0,-200.0,1659.0,8.7
-200.0,894.0,-200.0,1751.0,8.0
-200.0,864.0,-200.0,1644.0,7.2
-200.0,743.0,-200.0,1571.0,5.7
-200.0,830.0,-200.0,1608.0,5.5
-200.0,675.0,-200.0,1539.0,4.6
-200.0,839.0,-200.0,1664.0,6.6
-200.0,758.0,-200.0,1548.0,4.5
-200.0,644.0,-200.0,1547.0,3.8
-200.0,615.0,-200.0,1488.0,2.3
-200.0,578.0,-200.0,1482.0,2.1
-200.0,843.0,-200.0,1578.0,3.9
-200.0,1113.0,-200.0,1675.0,6.5
-200.0,1388.0,-200.0,2015.0,14.5
-200.0,1310.0,-200.0,1962.0,15.1
-200.0,1056.0,-200.0,1727.0,9.0
-200.0,1104.0,-200.0,1789.0,11.4
-200.0,973.0,115.0,1731.0,11.2
-200.0,1001.0,108.0,1708.0,10.2
-200.0,747.0,86.0,1567.0,8.2
-200.0,653.0,84.0,1541.0,6.6
-200.0,934.0,97.0,1695.0,6.4
-200.0,811.0,102.0,1700.0,7.0
-200.0,918.0,102.0,1815.0,9.6
-200.0,899.0,99.0,1801.0,9.4
-200.0,902.0,97.0,1826.0,10.2
-200.0,900.0,101.0,1721.0,7.7
-200.0,875.0,92.0,1623.0,5.4
-200.0,879.0,70.0,1594.0,5.5
-200.0,859.0,72.0,1619.0,5.7
-200.0,1048.0,80.0,1685.0,7.2
-200.0,1048.0,71.0,1691.0,6.8
-200.0,959.0,69.0,1616.0,5.0
-200.0,898.0,-200.0,1586.0,4.1
-200.0,859.0,55.0,1567.0,3.4
0.7,947.0,57.0,1607.0,4.4
1.2,1081.0,56.0,1760.0,7.7
2.3,1257.0,72.0,1989.0,13.6
3.0,1404.0,84.0,2191.0,19.1
2.9,1412.0,97.0,2033.0,16.3
2.6,1428.0,107.0,1974.0,14.2
2.6,1451.0,117.0,2000.0,15.6
2.6,1346.0,120.0,1911.0,14.4
2.1,1093.0,110.0,1730.0,10.5
1.7,940.0,104.0,1742.0,10.2
1.9,909.0,110.0,1715.0,10.7
2.5,1005.0,111.0,1834.0,11.6
1.1,756.0,64.0,1649.0,7.9
2.1,1080.0,92.0,1873.0,11.7
2.6,1220.0,114.0,1952.0,14.6
2.6,1208.0,116.0,1886.0,13.2
1.7,1057.0,94.0,1760.0,9.8
1.5,1009.0,77.0,1723.0,8.8
1.8,1088.0,74.0,1820.0,10.4
1.4,1062.0,62.0,1755.0,8.5
1.2,975.0,57.0,1662.0,6.4
0.7,793.0,45.0,1530.0,3.4
0.6,787.0,-200.0,1519.0,2.6
0.7,802.0,49.0,1530.0,2.9
0.5,754.0,45.0,1507.0,2.3
0.6,774.0,44.0,1538.0,3.3
0.9,860.0,43.0,1608.0,5.1
1.2,988.0,51.0,1705.0,7.7
2.0,1113.0,84.0,1838.0,10.5
1.9,1063.0,96.0,1782.0,10.9
1.7,858.0,88.0,1653.0,8.4
1.2,642.0,67.0,1541.0,6.0
1.1,588.0,64.0,1518.0,6.0
1.0,484.0,54.0,1390.0,4.7
1.0,498.0,56.0,1431.0,5.3
1.0,538.0,68.0,1460.0,5.8
1.2,565.0,67.0,1577.0,6.5
1.6,672.0,95.0,1643.0,8.4
1.6,689.0,86.0,1648.0,8.3
1.6,714.0,93.0,1649.0,8.4
1.3,631.0,68.0,1589.0,6.4
1.9,829.0,95.0,1751.0,10.3
1.9,875.0,93.0,1768.0,10.9
1.5,803.0,69.0,1617.0,7.4
1.1,759.0,55.0,1571.0,5.8
0.8,638.0,39.0,1548.0,4.5
0.9,700.0,-200.0,1590.0,4.6
0.6,615.0,33.0,1473.0,2.4
0.6,596.0,29.0,1532.0,2.4
0.7,650.0,36.0,1518.0,2.6
0.6,655.0,38.0,1506.0,2.8
1.0,779.0,47.0,1585.0,4.5
1.2,758.0,64.0,1621.0,5.2
1.0,598.0,49.0,1574.0,4.2
1.3,643.0,64.0,1649.0,4.8
1.4,778.0,79.0,1695.0,4.6
0.8,522.0,45.0,1543.0,3.6
0.6,419.0,30.0,1433.0,2.6
0.7,444.0,35.0,1471.0,3.0
0.8,474.0,37.0,1488.0,3.6
0.9,495.0,46.0,1479.0,4.1
1.0,504.0,54.0,1491.0,5.0
1.5,616.0,79.0,1577.0,6.5
1.5,690.0,79.0,1634.0,7.3
1.7,846.0,98.0,1702.0,8.1
1.9,1013.0,93.0,1791.0,10.4
1.7,978.0,89.0,1744.0,9.0
1.2,821.0,57.0,1662.0,6.5
1.1,862.0,51.0,1637.0,6.3
0.8,755.0,39.0,1605.0,4.4
0.5,715.0,-200.0,1526.0,2.8
-200.0,684.0,30.0,1511.0,2.2
0.7,853.0,46.0,1583.0,3.7
1.2,990.0,55.0,1727.0,7.4
2.3,1206.0,63.0,2005.0,15.1
2.5,1274.0,42.0,2003.0,15.1
2.4,1336.0,5.0,1946.0,14.7
1.4,1068.0,39.0,1751.0,9.8
1.2,804.0,39.0,1608.0,8.0
1.6,826.0,71.0,1661.0,8.3
1.4,745.0,65.0,1630.0,7.7
1.2,638.0,71.0,1567.0,6.7
1.5,684.0,72.0,1617.0,7.5
1.4,-200.0,76.0,-200.0,-200.0
1.5,-200.0,75.0,-200.0,-200.0
1.7,-200.0,86.0,-200.0,-200.0
2.2,-200.0,96.0,-200.0,-200.0
1.9,1020.0,95.0,1685.0,8.6
1.6,1100.0,74.0,1742.0,9.7
1.5,1086.0,76.0,1772.0,9.1
1.4,1060.0,66.0,1765.0,9.1
1.0,996.0,49.0,1680.0,7.0
0.7,856.0,29.0,1567.0,4.9
0.5,722.0,11.0,1535.0,3.5
0.5,860.0,-200.0,1603.0,3.9
0.5,772.0,25.0,1559.0,3.2
0.7,910.0,34.0,1633.0,4.7
1.2,1051.0,42.0,1742.0,7.6
2.2,1257.0,47.0,2009.0,14.7
2.9,1410.0,62.0,2114.0,18.7
2.6,1433.0,81.0,1939.0,14.8
2.6,1413.0,90.0,1909.0,14.5
2.2,1206.0,95.0,1777.0,12.7
1.5,831.0,86.0,1607.0,9.2
0.9,544.0,64.0,1385.0,4.8
1.0,525.0,62.0,1443.0,5.4
1.1,644.0,75.0,1544.0,7.2
1.2,702.0,88.0,1566.0,6.7
1.8,844.0,126.0,1649.0,9.7
1.8,905.0,96.0,1725.0,10.9
1.7,878.0,79.0,1766.0,10.6
1.7,927.0,67.0,1801.0,9.7
1.6,910.0,62.0,1757.0,8.6
1.7,1024.0,64.0,1823.0,10.2
1.8,1021.0,63.0,1816.0,10.5
1.5,1027.0,60.0,1748.0,8.8
1.2,993.0,49.0,1700.0,6.6
0.8,910.0,36.0,1665.0,5.3
0.5,768.0,-200.0,1581.0,3.0
0.5,760.0,24.0,1590.0,3.2
0.7,834.0,32.0,1632.0,3.5
1.1,1075.0,42.0,1768.0,7.2
1.4,1167.0,42.0,1836.0,9.5
1.7,1178.0,51.0,1904.0,11.1
1.8,1120.0,58.0,1825.0,9.7
1.8,1131.0,67.0,1819.0,9.5
1.7,972.0,68.0,1782.0,8.3
1.3,764.0,56.0,1657.0,6.0
1.3,670.0,47.0,1620.0,5.8
1.0,615.0,46.0,1576.0,5.1
1.0,557.0,50.0,1526.0,4.5
1.4,700.0,65.0,1607.0,6.6
1.6,734.0,69.0,1691.0,8.0
1.4,684.0,63.0,1672.0,7.6
1.7,823.0,69.0,1760.0,10.1
1.4,801.0,57.0,1701.0,7.8
1.5,916.0,59.0,1728.0,8.4
1.4,820.0,54.0,1696.0,7.7
1.5,838.0,57.0,1726.0,7.6
1.6,882.0,46.0,1727.0,7.9
1.2,801.0,65.0,1716.0,6.3
0.9,690.0,62.0,1638.0,3.8
0.6,674.0,-200.0,1565.0,2.4
-200.0,622.0,25.0,1561.0,2.5
0.7,799.0,37.0,1651.0,4.2
0.7,818.0,41.0,1623.0,4.5
1.7,1034.0,60.0,1932.0,11.0
2.2,1189.0,65.0,2019.0,14.1
1.9,1034.0,71.0,1841.0,9.5
1.5,929.0,61.0,1712.0,6.9
1.6,880.0,65.0,1717.0,7.2
1.3,701.0,54.0,1629.0,5.5
1.1,620.0,58.0,1597.0,5.1
1.0,573.0,56.0,1579.0,5.0
1.0,544.0,60.0,1582.0,5.6
1.1,581.0,69.0,1567.0,5.7
1.3,610.0,67.0,1607.0,7.0
1.5,695.0,79.0,1653.0,8.1
1.6,709.0,86.0,1702.0,8.7
1.5,736.0,79.0,1697.0,7.9
1.3,722.0,67.0,1691.0,7.5
1.2,680.0,65.0,1657.0,6.0
1.6,772.0,67.0,1761.0,8.5
1.4,769.0,62.0,1736.0,7.0
1.1,654.0,48.0,1688.0,5.6
0.7,516.0,33.0,1557.0,2.6
0.4,447.0,-200.0,1485.0,1.5
0.5,452.0,11.0,1485.0,1.7
0.5,492.0,34.0,1499.0,2.0
0.8,588.0,52.0,1641.0,4.0
1.6,909.0,80.0,1806.0,8.6
1.6,1007.0,86.0,1818.0,10.1
1.4,809.0,77.0,1722.0,8.7
1.5,820.0,93.0,1704.0,7.9
1.2,657.0,109.0,1573.0,5.8
1.1,551.0,89.0,1537.0,5.3
0.8,511.0,71.0,1490.0,4.2
0.7,451.0,56.0,1394.0,3.3
0.7,462.0,68.0,1332.0,4.0
0.7,440.0,61.0,1382.0,4.3
1.0,472.0,70.0,1400.0,4.6
1.0,494.0,76.0,1465.0,5.1
1.2,524.0,78.0,1511.0,5.9
1.1,560.0,80.0,1538.0,5.7
1.0,534.0,71.0,1528.0,4.7
1.2,577.0,74.0,1534.0,5.1
1.4,674.0,90.0,1580.0,5.9
1.3,676.0,78.0,1570.0,5.6
1.0,611.0,63.0,1534.0,4.5
0.6,529.0,42.0,1442.0,2.5
0.4,478.0,-200.0,1414.0,1.7
0.4,497.0,27.0,1426.0,1.8
0.4,513.0,29.0,1445.0,1.9
0.5,563.0,41.0,1471.0,2.6
1.1,822.0,61.0,1639.0,6.3
1.2,890.0,68.0,1626.0,6.8
0.9,742.0,58.0,1535.0,4.7
0.9,629.0,52.0,1551.0,4.7
1.0,609.0,57.0,1494.0,4.0
0.8,534.0,51.0,1496.0,4.3
0.8,528.0,53.0,1413.0,3.8
0.7,463.0,49.0,1350.0,3.4
0.7,462.0,44.0,1339.0,3.6
0.7,501.0,48.0,1402.0,3.6
0.7,493.0,46.0,1438.0,3.6
0.9,572.0,56.0,1546.0,5.1
1.2,668.0,73.0,1614.0,6.6
1.4,771.0,85.0,1633.0,7.3
1.2,732.0,72.0,1590.0,6.1
1.0,687.0,53.0,1562.0,5.2
0.9,664.0,47.0,1544.0,4.9
0.7,588.0,37.0,1475.0,3.5
0.5,610.0,34.0,1479.0,3.0
0.5,593.0,33.0,1473.0,2.7
0.4,566.0,-200.0,1454.0,2.2
-200.0,571.0,27.0,1457.0,2.0
0.4,614.0,27.0,1443.0,2.4
0.4,566.0,27.0,1414.0,2.0
0.5,594.0,28.0,1425.0,2.5
0.7,611.0,36.0,1457.0,3.5
1.1,759.0,59.0,1562.0,6.0
1.0,700.0,56.0,1520.0,5.3
1.2,691.0,70.0,1531.0,6.3
1.1,579.0,36.0,1402.0,4.8
0.6,478.0,17.0,1312.0,3.2
0.4,410.0,14.0,1209.0,2.6
0.4,404.0,24.0,1204.0,2.4
0.5,440.0,36.0,1239.0,3.0
0.6,461.0,43.0,1254.0,3.1
0.8,526.0,60.0,1291.0,3.4
1.0,647.0,81.0,1379.0,4.6
1.1,693.0,87.0,1384.0,4.4
1.1,729.0,85.0,1430.0,5.5
1.6,1002.0,91.0,1561.0,8.2
0.9,797.0,55.0,1399.0,5.0
0.7,685.0,42.0,1367.0,4.0
0.7,710.0,43.0,1377.0,3.7
0.5,629.0,20.0,1337.0,3.1
0.4,503.0,-200.0,1267.0,1.8
0.3,462.0,23.0,1244.0,1.5
0.4,530.0,43.0,1306.0,2.4
0.9,838.0,68.0,1446.0,5.4
1.3,946.0,62.0,1534.0,8.5
1.6,1014.0,65.0,1616.0,10.9
2.1,1135.0,93.0,1624.0,12.0
2.0,1027.0,110.0,1515.0,10.6
1.4,749.0,106.0,1369.0,7.4
1.4,632.0,77.0,1363.0,7.3
0.9,479.0,60.0,1277.0,4.6
0.8,463.0,67.0,1256.0,4.0
0.8,458.0,57.0,1267.0,3.8
1.0,520.0,60.0,1346.0,5.0
1.3,606.0,69.0,1420.0,6.9
1.3,631.0,77.0,1463.0,7.0
1.3,695.0,77.0,1503.0,6.8
1.6,871.0,87.0,1543.0,8.5
1.4,879.0,88.0,1508.0,8.0
1.3,780.0,84.0,1459.0,5.7
1.0,728.0,65.0,1443.0,5.1
0.9,821.0,54.0,1460.0,5.5
0.6,663.0,37.0,1349.0,3.1
0.5,656.0,36.0,1385.0,2.9
0.5,639.0,-200.0,1397.0,2.6
0.4,603.0,29.0,1346.0,2.2
0.4,560.0,25.0,1354.0,2.5
1.0,789.0,41.0,1493.0,5.6
2.2,1145.0,68.0,1761.0,12.9
2.5,1302.0,82.0,1850.0,16.0
2.3,1297.0,137.0,1695.0,12.2
2.0,1192.0,119.0,1633.0,10.0
-200.0,862.0,-200.0,1499.0,7.8
-200.0,649.0,-200.0,1391.0,5.9
-200.0,694.0,-200.0,1422.0,6.6
-200.0,595.0,-200.0,1358.0,4.8
-200.0,662.0,-200.0,1447.0,5.9
-200.0,692.0,-200.0,1463.0,6.0
-200.0,619.0,-200.0,1373.0,5.0
-200.0,484.0,-200.0,1317.0,4.2
-200.0,516.0,-200.0,1380.0,5.0
-200.0,776.0,-200.0,1489.0,7.5
-200.0,1041.0,-200.0,1601.0,9.3
-200.0,1138.0,-200.0,1618.0,10.0
-200.0,1091.0,-200.0,1545.0,8.2
-200.0,978.0,-200.0,1455.0,6.4
-200.0,936.0,-200.0,1464.0,6.0
-200.0,867.0,-200.0,1428.0,5.4
-200.0,781.0,-200.0,1410.0,4.4
-200.0,746.0,-200.0,1379.0,4.1
-200.0,837.0,-200.0,1389.0,4.3
-200.0,995.0,-200.0,1450.0,6.3
-200.0,1138.0,-200.0,1633.0,10.9
-200.0,998.0,-200.0,1624.0,11.2
-200.0,696.0,-200.0,1498.0,6.5
-200.0,615.0,-200.0,1501.0,5.7
-200.0,710.0,-200.0,1576.0,7.0
-200.0,651.0,-200.0,1567.0,5.6
-200.0,636.0,-200.0,1518.0,5.5
-200.0,593.0,-200.0,1514.0,5.4
-200.0,684.0,-200.0,1590.0,7.0
1.4,711.0,71.0,1590.0,7.4
1.7,801.0,78.0,1650.0,9.1
1.5,770.0,72.0,1630.0,8.9
1.7,813.0,74.0,1671.0,9.2
1.6,851.0,70.0,1683.0,8.5
1.4,823.0,55.0,1693.0,7.9
1.4,778.0,54.0,1624.0,6.1
1.4,827.0,53.0,1686.0,6.4
1.2,753.0,46.0,1642.0,5.7
0.9,726.0,38.0,1551.0,4.4
0.6,597.0,30.0,1465.0,2.3
0.4,473.0,-200.0,1444.0,1.8
0.5,463.0,16.0,1464.0,1.9
0.5,526.0,12.0,1494.0,2.4
0.8,712.0,38.0,1605.0,4.7
1.4,918.0,56.0,1734.0,7.8
1.2,894.0,57.0,1697.0,7.8
1.0,710.0,39.0,1612.0,6.3
1.2,737.0,47.0,1640.0,6.5
1.1,680.0,35.0,1614.0,6.1
1.2,670.0,44.0,1606.0,6.3
1.1,654.0,43.0,1549.0,5.6
1.0,618.0,34.0,1552.0,5.8
1.0,652.0,36.0,1530.0,5.4
1.2,732.0,44.0,1583.0,6.8
1.7,853.0,63.0,1688.0,9.3
1.7,821.0,60.0,1676.0,8.5
1.7,895.0,66.0,1759.0,9.3
1.7,927.0,68.0,1748.0,7.4
-200.0,857.0,-200.0,1677.0,6.4
-200.0,869.0,-200.0,1702.0,7.8
-200.0,725.0,-200.0,1638.0,5.6
